"state_code","state","id","name","longitude","latitude","primary_category","alternate_categories","address","locality","postcode","region","country","phones","emails","websites","socials","brand","confidence","operating_status","version","source_datasets","source_licenses","source_update_times"
"NE","Nebraska","003d182b-51f3-49f5-b001-fca0b33da442","Regency Dental","-96.07414489","41.2573966","dentist","general_dentistry | cosmetic_dentist","260 Regency Parkway Dr","Omaha","68114-3733","NE","US","+14023990900","frontdesk@regencydentalomaha.com","https://www.regencydentalomaha.com/","https://www.facebook.com/163347033690162","Regency Dental Omaha","0.9997389985322952","","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"NE","Nebraska","0054daa2-f168-46f0-91ab-ca12ba3613ff","All Smiles Family Dentistry","-95.99082096","41.26512208","dentist","general_dentistry | family_practice","5006 Underwood Ave","Omaha","68132-2236","NE","US","+14025027000","office@allsmilesomaha.com","http://allsmilesomaha.com/","https://www.facebook.com/102613005148011","","0.9199122190475464","open","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"NE","Nebraska","0186fc7c-e27d-4693-bec3-be1358f88dce","Apple Family Dental Care","-96.13569794","41.24820217","dentist","general_dentistry | medical_service_organizations","14111 Pacific St","Omaha","68154-2863","NE","US","+14028969112","applefdc@aol.com","http://www.applefamilydentalcare.com/","https://www.facebook.com/463601843776050","Apple Family Dental Care","0.9902192950248718","open","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"NE","Nebraska","01cd1ff0-1c92-4552-b99e-371c0cf5e802","Shadow Ridge Dental","-96.21358486","41.24881755","dentist","general_dentistry | health_and_medical","19103 Mason Plz","Elkhorn","68022-5659","NE","US","+14029330525","info@shadowridgedental.com","http://www.shadowridgedental.com/","https://www.facebook.com/479296312157168","Shadow Ridge Dental","0.9943726062774658","open","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z"
"NE","Nebraska","03009225-05c8-401b-b80d-8af4bfc14d95","Family 1St Dental","-98.4570494760534","41.2137323037067","dentist","","809 6th St","Saint Paul","68873","NE","US","(308) 754-4436","","http://www.familyfirstdental.com","","","0.9199122190475464","open","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-08-22T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"NE","Nebraska","0323d619-b0f3-447c-8834-92c8e33e2b38","David L. Dean, DDS","-96.0983446930657","41.2462042407997","dentist","","1305 S 119th St","Omaha","68144","NE","US","(402) 333-7470","","http://www.drlisti.com","https://www.facebook.com/165064860186212","","0.9199122190475464","open","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2021-10-27T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"NE","Nebraska","04210c81-97e8-4341-9f62-db695faf0000","Maple Park Dental Associates","-100.77008997","41.12726338","dentist","medical_service_organizations | doctor","805 S Maple St","North Platte","69101-5282","NE","US","+13085341289","teresa@mapleparkdental.com","http://www.mapleparkdental.com/","https://www.facebook.com/1011799825513848","Park Dental","0.9199122190475464","open","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"NE","Nebraska","044699cc-7248-41b1-99a7-db125f933e73","Rainbow Dental Center","-95.99611034","41.23992956","dentist","general_dentistry | cosmetic_dentist","5321 Center St","Omaha","68106-2338","NE","US","+14025512238","toothbiz3@cox.net","http://rainbowdentalcenter1.tru-m.com","https://www.facebook.com/125860790801929","","0.9199122190475464","open","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"NE","Nebraska","04ebf8b1-9593-470f-9c6d-b10a7a30ee44","Aiello Anne S DMD","-95.992308","41.260271","dentist","orthodontist | pediatric_dentist","119 N 51st St","Omaha","68132-2830","NE","US","+14025541600","","","https://www.facebook.com/142411705804760","","0.7826867699623108","","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"NE","Nebraska","05638ce2-5a1d-44ac-b53a-a75429bc7e97","Dental Wellness Center","-97.4251417187157","42.0199073039502","dentist","","1105 S 13th St #200","Norfolk","68701","NE","US","(402) 371-3745","dwc@conpoint.com","https://www.dentalwellnesscenter.biz","","","0.9199122190475464","open","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-08-22T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
