"state_code","state","id","name","longitude","latitude","primary_category","alternate_categories","address","locality","postcode","region","country","phones","emails","websites","socials","brand","confidence","operating_status","version","source_datasets","source_licenses","source_update_times"
"KY","Kentucky","0016c9e5-b3ae-4645-ab43-a63f164e36fa","Affordable Dentures","-85.12661","38.651621","dentist","health_and_medical","2551 US Highway 227","Carrollton","41008","KY","US","5027328969","","http://local.affordabledentures.com/kentucky/dentures-in-carrollton-ky?utm_source=GPL&utm_medium=LLM&utm_campaign=GPL","","","0.85","","7","Microsoft | Overture","CDLA-Permissive-2.0","2013-11-11T18:17:37.027Z | 2026-06-11T11:57:15Z"
"KY","Kentucky","001cee42-d2ba-4bd1-a699-3447cada2cfe","Essential Dental Care","-84.514907","38.017464","dentist","","1807 Nicholasville Rd","Lexington","40503-1405","KY","US","+18592788419","jbcdental@outlook.com","http://www.essentialdentallexington.com/","https://www.facebook.com/113629951660873","","0.9847903507947922","","8","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"KY","Kentucky","00fde9ff-16af-4d3e-910b-a3fdb3507a19","Greater Louisville Oral & Maxillofacial Surgery Associates","-85.8101577758789","38.1901588439941","dentist","","4040 Dixie Hwy Ste 103","Shively","40216","KY","US","(502) 449-1163","","http://www.louisvilleoralfacialsurgery.com","","","0.9199122190475464","open","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-08-22T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"KY","Kentucky","010570cc-7787-44d9-84be-abaa43be7235","Center for Cosmetic and General Dentistry","-87.09476245","37.74561139","dentist","cosmetic_dentist | general_dentistry","2862 Farrell Cres","Owensboro","42303-1392","KY","US","+12706843610","contact@stylishsmiles.com","https://www.stylishsmiles.com/","https://www.facebook.com/177810952258931","Center for Cosmetic and General Dentistry","0.9989632457494736","","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"KY","Kentucky","018d41f0-023a-40ab-927b-ea8aaa224ff1","Aspen Dental - Pikeville, KY","-82.53631779","37.5054684","dentist","health_and_medical","220 Cassidy Blvd","Pikeville","41501","KY","US","6066532850","","https://www.aspendental.com/dentist/ky/pikeville/220-cassidy-blvd","","","0.9931","","7","Microsoft | Overture","CDLA-Permissive-2.0","2025-10-03T21:03:08.930Z | 2026-06-11T11:57:15Z"
"KY","Kentucky","01c75f77-f96d-4764-be03-a291fe888757","Bluegrass Dental Center","-85.347946","38.221447","dentist","general_dentistry | doctor","6912 Shelbyville Rd","Simpsonville","40067","KY","US","+15027220842","","https://www.drraleigh.com/?fbclid=IwAR10OIywfNftR1kRVEvdkvdpAClzrC8tiTV4TuO4QpfW5BP8tjO7Eqmz86Q","https://www.facebook.com/390255634357742","","0.9199122190475464","open","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"KY","Kentucky","02665858-90dc-458e-b5bb-28eda8fb81e6","Maryville Family Dentistry","-85.6699263","38.08598","dentist","health_and_medical","11302 Preston Hwy","Louisville","40229","KY","US","5029556134","","https://www.smilemaryville.com/","","","0.9199122190475464","open","8","Microsoft | Overture | Overture-signals","CDLA-Permissive-2.0","2025-09-20T06:10:08.897Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"KY","Kentucky","0270b91e-62c3-491d-8e7b-6bb857963029","Trinler & Rolph","-84.51113288","38.02029926","dentist","health_and_medical | lawyer","1640 Nicholasville Rd","Lexington","40503-1415","KY","US","+18592782339","","https://www.cityfos.com/company/trinler-rolph-psc-in-lexington-ky-8194493.htm","https://www.facebook.com/197649546925854","","0.9199122190475464","open","6","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"KY","Kentucky","0275aac7-700f-4066-b99f-fe964cbc39c3","Hancock Dental Arts","-86.75303993","37.90371179","dentist","general_dentistry | cosmetic_dentist","501 Main St","Hawesville","42348-2604","KY","US","+12709276653","drnance1@bellsouth.net","http://www.hancocksmile.com","https://www.facebook.com/166572830035365","","0.9199122190475464","open","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"KY","Kentucky","02b7bd8f-19c3-47f0-a45a-75ca51fe619d","Hager Darrell","-84.298896","37.5702472","dentist","health_and_medical","126 N Broadway St","Berea","40403","KY","US","8599862060","","","","","0.9199122190475464","open","6","Microsoft | Overture | Overture-signals","CDLA-Permissive-2.0","2015-05-14T09:40:11.370Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
